4.800000000000000000e+02	1.000000000000000000e+00
4.979310344827586050e+02	1.000000000000000000e+00
5.158620689655172100e+02	1.000000000000000000e+00
5.337931034482758150e+02	1.000000000000000000e+00
5.517241379310344200e+02	1.000000000000000000e+00
5.696551724137931387e+02	1.000000000000000000e+00
5.875862068965517437e+02	1.000000000000000000e+00
6.055172413793103487e+02	1.000000000000000000e+00
6.234482758620689538e+02	1.000000000000000000e+00
6.413793103448275588e+02	1.000000000000000000e+00
6.593103448275861638e+02	1.000000000000000000e+00
6.772413793103448825e+02	1.000000000000000000e+00
6.951724137931034875e+02	1.000000000000000000e+00
7.131034482758620925e+02	1.000000000000000000e+00
7.310344827586206975e+02	1.000000000000000000e+00
7.489655172413793025e+02	1.000000000000000000e+00
7.668965517241379075e+02	1.000000000000000000e+00
7.848275862068965125e+02	1.000000000000000000e+00
8.027586206896551175e+02	1.000000000000000000e+00
8.206896551724137225e+02	1.000000000000000000e+00
8.386206896551723275e+02	1.000000000000000000e+00
8.565517241379309326e+02	1.000000000000000000e+00
8.744827586206896513e+02	1.000000000000000000e+00
8.924137931034482563e+02	1.000000000000000000e+00
9.103448275862068613e+02	1.000000000000000000e+00
9.282758620689654663e+02	1.000000000000000000e+00
9.462068965517240713e+02	1.000000000000000000e+00
9.641379310344827900e+02	1.000000000000000000e+00
9.820689655172413950e+02	1.000000000000000000e+00
1.000000000000000000e+03	1.000000000000000000e+00
